prompt,image_path
**<https://s.mj.run/Sj4yuYHGcEA> 😸** - <@873483547866976256> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13079.png
"**<https://s.mj.run/nJjEaCMMDe4> first person shooter video game perspective aiming weapon at ghost far away, walking thorough dark tunnel, looks like half life game, brutalism, dim lighting, depressing, thick smoke, creatures with glowing eyes attacking, --ar 16:9** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1305.png
**<https://s.mj.run/2MOqUrmnC-c> graffiti on a wall at the end of a intricate swirling tunnel:: highly detailed fractals and tesselation:: rendered shipping container ship with crashing waves::1.5 yellow silhouette of an old man standing in front --ar 16:9** - Upscaled by <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3511.png
**an origami model of a city shot with a tilt shift lens in a studio with a dark background** - Upscaled by <@915823609405136936>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12971.png
"**The damp dreary streets of some forsaken city that was once full of life and joy now sulks in the shadows waiting to be forgotten.+cinematic + octane render +realistic, -- no dof, —ar 16:9** - <@941060375502270505>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7460.png
"**<https://s.mj.run/_oY_XGRuESw> wimbledon tennis court in the shape of a tennis ball, photo realistic, sunny afternoon --ar 16:9** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16766.png
"**a minimal logo design for a standup paddle boarding activity company , the name of the company is ""Let's play SUP""** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13974.png
**<https://s.mj.run/gUcL2UROGgo> ugly cyclops by Beksinkski** - <@936947014330122272> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29684.png
"**<https://s.mj.run/aCb0rivt2RU> portal to another reality, made of hyper detail coral** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17429.png
"**stunning devil of horror:: photography of a satan:: wrapped in a silk sarong in the wind:: anime waifu style character:: clean soft lighting, backlit beautiful face:: clean brush stroke:: 8k:: character concept art:: by WLOP and artgerm, 3d, --ar 2:3 --stop 80** - Upscaled by <@688517415285555389>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24656.png
**beautiful portrait painting of Samantha Fish singer concept art symmetrical Ink Drawing --ar 8:11** - Upscaled by <@959192950846410812> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24410.png
"**<https://s.mj.run/B9gO9n3jkC8> A full body shot of a tabby cat, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26844.png
"**<https://s.mj.run/xKT6LhiGL48> alien in a spacesuit with Pharaonic patterns, yellow and blue color, 8k, octane render, photorealistic --ar 7:5** - Upscaled by <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22526.png
"**Beer logo** - <@167082239794872320> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15161.png
"**<https://s.mj.run/ltHrIYIWGN8> a monster child's first day of school, nervous, pixar art style, happy lighting, playful** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12704.png
"**<https://s.mj.run/arWCERGepCk> Pink Floyd prism styled cat, ethereal, eminence, prismatic, angelic, geometric - - stop 90 - -** - <@439869767873069086>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7555.png
**artwork by antonello da messina** - <@949534248996585472>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14746.png
"**exploring Alaska epic scenery splendor landscape 1800s, flowering exotic tree in a lake inside a cave, cinematic, moody, Concept art ultra detailed, 8k, art station --aspect 16:8** - Upscaled (Max) by <@959192950846410812>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3130.png
**<https://s.mj.run/WNJO00ay6KA> photorealistic skyr on fire** - <@965596837857886228>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11850.png
**<https://s.mj.run/ctdYXAtWXew> Being trapped in a dream loop by lucid dreaming** - Upscaled by <@264159385700401153>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21997.png
"**<https://s.mj.run/o-J8UjblRUc> A full body shot of a tabby cat, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21706.png
"**<https://s.mj.run/JT3Npx_Szn4> alien swimming underwater, neon lights, Pharaonic patterns, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5 --uplight** - <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25171.png
**<https://s.mj.run/GzJ_2SIqD-s> Claudio Sanchez as all-knowing deity figure walking with worshippers** - Upscaled by <@748270788125261924>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13573.png
"**A perfect beautiful princess with long straight hair, character concept art, by Peter Mohrbacher and Alphonse Mucha, overwatch, weapon, detailed, style, 8k, trending on artstation, unreal engine 4k, detailed, clean background trending, full shot, symmetrical portrait, sophisticated, Unreal engine, dystopia,anti-utopia, post processing, --aspect 9:16** - Upscaled by <@410392306366283778> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10455.png
"**sagged faced, massive nosed, piggy eyed old man by grant wood** - <@936947014330122272> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28747.png
"**the illusionist +cinematic +1920 portrait, exotic woman** - Upscaled by <@941060375502270505>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9563.png
"**die cut sticker , a cute girl on the sup** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26886.png
"**<https://s.mj.run/l23pklUXch8> long wavy twisting cat floating in colorful glowing swirling whisps, emerging from the void, shallow depth of field, occult inspired, cosmic horror, chaos magic --ar 10:45** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28184.png
"**Cute, fluffy Pokémon illustration by Kelly Mckernan --h 384** - Upscaled by <@939275554539053076>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17769.png
"****a set of chinese dragon ,designer toy, art toy ,in stylized style, pixar style, --ar 16:9** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20151.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24414.png
**anarchy Skywalker** - Upscaled by <@425798861680934943> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25160.png
"**die cut sticker , sup** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27535.png
"**<https://s.mj.run/YedjHC6J0Ck> Recursive image with a well rounded Calico feline, large eyes, shiny soft fur, anatomically correct, surrounded by glistening mirroring wisps , oil pastels and gold, in the style of albert lynch, modeled in Poser, Redshift render, UHD --aspect 9:21 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4509.png
"**Focus on a slender cat, black and white, very furry, beautiful large slanted eyes, modeled in Poser, style Beatrix Potter, Peter Rabbit, original palette,UHD --aspect 1:3  --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17268.png
"**bio insect drop ship, popular on artstation, concept art, --ar 16:9 --no car** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17581.png
**Nancy pelosi as a toilet** - <@636382602961616936>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_438.png
**skeletal demon** - <@748270788125261924>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23139.png
"**En Viena hay diez muchachas, un hombro donde solloza la muerte y un bosque de palomas disecadas.** - <@442987844584210434> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_488.png
"**<https://s.mj.run/Da2S1jASS5Y> cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field** - Upscaled by <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9375.png
**sup board design** - <@802441290389389362> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13182.png
**<https://s.mj.run/ifUF8q4gnow> sentient bag of grapes decides to apply for a bank loan** - <@298406433605681154>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5444.png
**abstract risoprint illustration of snowcapped mountain and apple with work** - <@989103295215829022>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20014.png
**<https://s.mj.run/3OHV2gO9jgA> Toronto skyline:: the CN Tower as a California Redwood tree by moebius and James Paik:: --ar 16:9** - <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16436.png
"**<https://s.mj.run/gYjS8dFFsIg> swirling vortex of melting bones and ornate golden filigree, ethereal off whites colors, inspired by Peter Mohrbacher, in the style of Ryu Oyama, Rendered in Nvidia's Omniverse, 85mm focal length, 2.8 aperture , portrait, Sony a1, 4k, post-processing, highly detailed sculpture, --w 512 --h 3584** - Upscaled by <@277334971394424833> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3180.png
"**""火""——Text** - <@966701559553601566>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21388.png
********retro futuristic raygun gothic style vintage highly detailed environment pyramids crowded maximalist urban city utopia plants everywhere vertical farms Roman Greek Egyptian cubist arches billboards signs highways roads nighttime millions of little lights sparkly cycles render ghibli matte painting --aspect 9:16** - Upscaled by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28339.png
"**Americana, roadside, mystery, cinematic super realistic detailed pencil watercolor hand-painted oil painting  hyperdetailed hand-painted oil painting  abandoned old gas station, tumbleweeds,  realistic,  concept render, cgsociety, rendered in octane, unreal engine, 8k hd hyper-detailed, artstation trending Norman Rockwell Albert Bierstadt Frank Frazetta Peter Mohrbacher Craig Mullins Doron Langberg --ar 16:8** - <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16419.png
"**scifi factory creating huge mech robots, dramatic overhead lighting, steam and sparks in the air, neon lighting underneath** - Upscaled by <@298406433605681154>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5173.png
"**large spider on a trail in the woods, Spider webs, wendigo, gloomy, eerie, demonic, loneliness, Gustave doré, highly detailed, --w 1920 --h 1080** - <@935653930514415636> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6338.png
"**<https://s.mj.run/XkaZwhxrlqs> minecraft, realistic, cubic, terrain, raytraced** - <@601909449883648022> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22647.png
"**fractal cat face, recursive** - <@285075516178825226> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6019.png
"**<https://s.mj.run/b-kW5fqa0X8> --ar 9:16** - Upscaled by <@713319244347211797> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6462.png
"**halo infinite video game environment, lava biome, --ar 16:9** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21606.png
"**a sup, in milokai style ,top view ,white back ground** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12271.png
"**<https://s.mj.run/PZiekie13WM> glock 17 made of glass with lightbulb behind it, light shining through glass with caustics on table, beatiful** - <@298406433605681154>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5325.png
"**die cut sticker , a cute bikini girl on the sup** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27349.png
"**<https://s.mj.run/4CXH_Ck0Bw8> female symbol, urua, logo design, detailed linework, artstation** - Upscaled by <@758272529683972099>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24128.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24635.png
"**<https://s.mj.run/6_PhSWUrvf0> a very long wavy cat, soft furred, by Kamiel Proost, --iw 2 --aspect 10:25 --fast** - <@439869767873069086> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20867.png
**oil painting::Quiet::Metal Gear Solid::Shiva::Final Fantasy::GranBlue Fantasy::Lovell --ar 11:17** - <@489133778308956172>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29490.png
"**<https://s.mj.run/Z6LuGB2fxI4> :: oil painting, ultra realistic, Ultra detailed, 8k --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10617.png
"**<https://s.mj.run/3gZbJMlCs3Y> nurgle knight, heroic, 8k** - Upscaled by <@109400117135581184> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_741.png
"**stunning beautiful astronaut woman portrait by yildiray cinar, by mike allred, by charlie bowater, magical realism, cgsociety, cosmic nebula --uplight** - <@264540572755165184>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19789.png
"**hivemind surrounds human captive while connecting biological devices to their prey, moody contrasted lighting** - <@298406433605681154>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4985.png
**<https://s.mj.run/JH5PX7DARKQ> tukutuku panel by sam lewis** - <@277334971394424833>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3764.png
**<https://s.mj.run/YjcLiv4PnkE> sup board pattern design** - <@802441290389389362> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13095.png
"**yearning at the ruins after the disaster, in the morning, by Edward Robert Hughes and Dora Carrington** - <@556306140879650827>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3623.png
"**MCU, mythic Satyr with powerful physique, uplight, Pascal Blanche, Dave Mckean, Roger Dean, Shaddy Safadi, concept Illustration** - Upscaled (Light) by <@831593332148011008>** - <@831593332148011008>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14281.png
"**Pascoa Island being mada by ancient tribes, tends, trending on artstation, 8k matte painting --w 3840 --h 1636** - <@697952713958227998> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6965.png
**a logo for standup paddle boarding** - <@802441290389389362> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14284.png
"**Four consistent styles of circular logotype UI design:""soil"",""water"",""wind"",""fire""** - <@966701559553601566>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27624.png
"**<https://s.mj.run/23E19IIXnB0> a vibrant cat goddes, by Kamiel Proost, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17165.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28136.png
"**die cut sticker , a cute girl on the sup** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26922.png
**worms burrowing into margaret thatcher** - <@109400117135581184> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28313.png
"**<https://s.mj.run/DHU74TXw9y4> A full body shot of a tabby cat, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27271.png
<@474313513066823700>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14144.png
"**beautiful fractal of human tissues, macro lens, photorealistic, detailed, octane render, soft lighting , 3D render** - <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_848.png
"**<https://s.mj.run/p2YizZMNCFE> A beautiful princess with long curly golden hair, character concept art, by Peter Mohrbacher and Alphonse Mucha, overwatch, weapon, detailed, style, 8k, trending on artstation, unreal engine 4k, detailed, clean background trending, full shot, symmetrical portrait, sophisticated, Unreal engine, dystopia,anti-utopia, post processing, --aspect 9:16** - Upscaled by <@410392306366283778> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9191.png
**gameplay footage of 2001 low budget video game oasis fighter adventure sparkle** - <@988372478797709322>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9681.png
"**urua embera, logo design, detailed illustration style, artstation, linework** - <@986250924999733258>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24980.png
"**<<https://s.mj.run/P_2vbs3AXy4>> black paper + hooded skull + antlers + red hearts + red roses + black vines + scrollwork + rococco + baroque + white ink + tarot card, Peter Mohrbacher, Marc Simonetti, Mike Mignola, detailed, intricate ink illustration, symmetry. --aspect 9:15** - Upscaled by <@63432180038119424> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15809.png
A human mind,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3531.png
**video game console made of meat in a shop window display** - Upscaled by <@298406433605681154>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5237.png
"**Chernobyl, embroidered, core, embroidery, beautiful, intricate, --ar 9:16** - Upscaled by <@952184187866202182>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13140.png
**artwork by François Cibot** - <@556306140879650827>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29027.png
"**<https://s.mj.run/SzEa-Rkelyg> a tiny human has depression standing in the huge sea that has some waves and sparkle lights in Jeff Daniel Smith style, wide-angle view** - <@935939346840825996>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25060.png
<@902656786895605840> here: https://discord.com/channels/662267976984297473/985895783209533490/987098480663212113,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_241.png
**artwork by brice marden** - <@949534248996585472>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7383.png
"**<https://s.mj.run/M34ZJLOZDR8> a jazz band of penguins playing in a dive bar in front of a crowd of other animals, stagelighting::5, energy::10, red::10, smoke:5** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2318.png
"**<https://s.mj.run/qmfnWZul1NI> cloaked figure, portrait, by Karel Thole and Mike Mignola --ar 2:3** - Upscaled by <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22876.png
"**<<https://s.mj.run/119or6FY6ZE>> giant kilometer artificial tree on the horizon, fractal branches technological , geometric pattern, tesselated, cellular::4, symmetry, megastructure, space, peeking through clouds, Zaha Hadid, by Stanley Kubrick::3, Neon Genesis Evangelion walks on earth::1, millions of lights in the sky —ar 16:9** - <@249397224176353281> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14447.png
"**<https://s.mj.run/uyNg6XG77qw> beautiful woman, tied by many roots, anicent trees , Dark Soul 3, Dark Soul, Dark Fantasy, Ruan Jia, Artstation trending , artstation by Krenz Cushart, 4k resolution, cinematic ,insanely detail and intricate, matte painting, cinematic, artstation trending, cgsociety, by james gurney, wes burt, craig mullins, edmund blair leighton —ar 1:2 —uplight —no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27157.png
"**<https://s.mj.run/N99BQuK7eVY> :: oil painting, ultra realistic, Ultra detailed, 8k --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10881.png
"**<https://s.mj.run/gI9zhNjigvk> waist up, halfbody of a young handsome man, black overcoat , bats flying out from his coat, many bats flying, sword, fantasy , dark fantasy, white hair, red eyes, the moon, dark soul, Demon soul , handsome,lean face, male, insanely detailed and intricate, golden ratio,hypermaximalist, matte painting, cinematic, epic, cgsociety, james jean, Brian froud, ross tran, Laputa,Ruan jia, Crow god , Irakli Nadar,  Huang Guangjian, Craig Mullins  —ar 16:9 —uplight —no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22585.png
"**silence of the lambs, antagonist made of bread** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17358.png
"**<https://s.mj.run/BfOOnz8Lgfc> full frame photo of Tortie cat with long fur, long whiskers, hyper detailed -- vibefast - - aspect 16.9 - - stop 90 --uplight** - Upscaled (Light) by <@439869767873069086>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23545.png
******super model avant-garde fashion runway female | 3D geometric shapes | Memphis style | spheres | Kate moss | pyramids | cubes stripes quirky tubes cylinders curves angular cones primitive retro futuristic pvc pipe little shapes big shapes Alexander McQueen Bjork | Grace Jones | David Bowie | weird impossible bright colors highly detailed octane render | rainbow cyc  --aspect 9:18** - Upscaled (Max) by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6460.png
"**the logo of the raven syndicate, detailed illustration style, artstation, detailed linework** - Upscaled (Max) by <@986250924999733258>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8785.png
****funny cute Alien . Pixar character design  --aspect 9:19** - Upscaled (Max) by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13853.png
"**beautiful portrait painting of Abigail Spencer, concept art , trending on artstation, by Ye Shuhang, by Andrei Riabovitchev, by James Jean** - Upscaled by <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23508.png
"**<https://s.mj.run/BZV_jtx-lxE> dark soul, Demon soul, Pirate, Girl, insanely detailed and intricate, golden ratio,hypermaximalist, matte painting, cinematic, epic, cgsociety, james jean, Brian froud, ross tran, Laputa, no blur —ar 16:9 --no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17530.png
"**urua, female symbol, fire, star, love, film, logo design** - <@758272529683972099>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24116.png
fuck that,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11420.png
**humans enslaved by Artificial intelligence** - Upscaled by <@522910479941763074>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17294.png
**Escher Meets Hundertwasser in a Crazy Treehouse |  Hyperdetailed maximalist concept art 8k resolution --h 384** - <@939275554539053076>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17811.png
"**<https://s.mj.run/0qqFIdUHZkU> first person shooter video game perspective aiming weapon at ghost far away, walking thorough dark tunnel, looks like half life game, brutalism, dim lighting, depressing, thick smoke, creatures with glowing eyes attacking, --ar 16:9** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1307.png
**garden laboratory  gilt lake  smothered in gilding sand courtyards bambusoides moss steel silver glass  Porcelain monarsa molinia bauhaus panes with curved of blue glass iron** - <@989167810947198976>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25723.png
**liquid wooden chainmail ferrofluid:: ultraviolet mage in armour full shot by Annie Leibovitz:: wooden glowing eyes outline:: beautiful neon green braided hair:: full body shot:: --no blurry blur bokeh --uplight** - Upscaled (Light) by <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_248.png
**darth vader rising from a genie lamp :: psychadelic :: evil** - <@124351414448160768>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28076.png
**dr. manhattan fighting himself in front of a dark blue night sky full of stars and the milky way fisheye lens drawn by geoff darrow--ar 16:9** - <@986250924999733258>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8998.png
"**<https://s.mj.run/DkYA-SJRLh4> Androgyn human Head made of Glas, headband made of spikes, dramatic studio light** - Upscaled by <@797513787133394944>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29106.png
**<https://s.mj.run/nudFRWzrNKU> bolex** - Upscaled by <@758272529683972099>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24534.png
**watercolor painting of a cold beer** - Upscaled by <@965596837857886228>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11908.png
"**a set of apple ,designer toy, art toy ,in stylized style, pixar style, --ar 16:9** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27981.png
"**<https://s.mj.run/86gcwiLxA6E> The Tiffany Man, Art of Sickness 666 art stylem Satanic horror, extremly detailed, insanely detailed and intricate, high detail, concept art, colorful, darkphilosophy, artofsickness666, and Nekro XIII --ar 9:16** - Upscaled by <@344019444198146050> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28514.png
**<https://s.mj.run/wYDUGsz0dWU> photorealistic beer river** - <@965596837857886228>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11863.png
"**<https://s.mj.run/Z6LuGB2fxI4> :: oil painting, ultra realistic, Ultra detailed, 8k --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10614.png
"**<https://s.mj.run/cA0LgcGXeIg> cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field** - Upscaled by <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9520.png
"**a single rose in a glass, beautiful sunny lighting, octane render, caustics, --ar 2:3** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16688.png
"**a beautiful painting in the style of Leonardo da Vinci's ""Mona Lisa"" depicting a woman in a spacesuit on the surface of Mars** - <@264540572755165184>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_122.png
"**Fox fox in the refrigerator, eating ice cream and wearing a coat, illustration** - <@933486497301147668>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27815.png
"**<https://s.mj.run/2-MwcZJxY0g> A full body shot of a tabby cat, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21615.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29017.png
"**<https://s.mj.run/o00AJSxtvfw> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - Upscaled by <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1038.png
"**<https://s.mj.run/HxzBct8nb44> focus on full cat skeleton, background mansion house - - aspect 16.9 - - uplight - - stop 90 - -** - Upscaled (Light) by <@439869767873069086>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_935.png
